ID,Name,Work,AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,SALARY,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
566905,N4295,CTU,16-25,male,majority,0-9y,university,working class,0.408728925142402,,0.0,before 2015,1.0,0.0,32765.0,11000.0,sedan,0.0,0,0,1
684976,N4296,CTU,65+,female,majority,20-29y,university,upper class,0.512140965065709,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,4.0,0,0,0
352818,N4297,CTU,40-64,female,majority,10-19y,university,upper class,0.629118368690836,,1.0,after 2015,0.0,1.0,32765.0,15000.0,sports car,0.0,0,0,1
397329,N4298,CTU,40-64,male,majority,0-9y,high school,upper class,0.556638739432005,,1.0,after 2015,1.0,1.0,10238.0,5000.0,sedan,0.0,0,0,0
486909,N4299,CTU,26-39,female,majority,10-19y,high school,working class,0.338768069211221,,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,1.0,0,1,0
57669,N4300,CTU,26-39,female,majority,0-9y,high school,middle class,0.579788513129918,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,1
7002,N4301,CTU,16-25,male,majority,0-9y,university,working class,0.42469989350811,,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,0
275553,N4302,CTU,40-64,female,majority,20-29y,high school,upper class,0.664429201500094,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,1,2,0
197417,N4303,CTU,40-64,male,majority,20-29y,university,upper class,0.65395208965413,,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,8.0,1,3,0
496928,N4304,CTU,26-39,male,majority,10-19y,none,poverty,0.558969492462347,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,3.0,1,0,0
539170,N4305,CTU,16-25,male,majority,0-9y,university,upper class,0.518192648533638,,1.0,after 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,1
698548,N4306,CTU,26-39,male,majority,0-9y,university,middle class,,,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,1
790367,N4307,CTU,65+,male,minority,0-9y,none,upper class,0.547742609264232,,1.0,after 2015,1.0,1.0,10238.0,10000.0,sports car,0.0,0,0,0
724516,N4308,CTU,40-64,male,majority,10-19y,high school,middle class,0.673119741024928,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,1.0,0,0,0
90447,N4309,CTU,26-39,male,minority,10-19y,none,working class,,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,1,1,0
520159,N4310,CTU,65+,female,majority,30y+,none,working class,0.502938255191093,,0.0,before 2015,1.0,0.0,10238.0,15000.0,sedan,1.0,0,2,0
727579,N4311,CTU,26-39,female,majority,0-9y,university,upper class,0.638645915147894,,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
859449,N4312,CTU,40-64,male,majority,20-29y,university,middle class,0.537211216642362,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,1.0,2,1,0
892539,N4313,CTU,65+,male,minority,0-9y,none,upper class,0.544033666516372,,0.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
557142,N4314,CTU,65+,female,majority,0-9y,high school,upper class,0.642287285622214,,0.0,after 2015,1.0,1.0,10238.0,9000.0,sports car,0.0,0,0,1
534080,N4315,CTU,40-64,male,majority,10-19y,university,upper class,0.404602175856975,,1.0,after 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
876030,N4316,CTU,16-25,male,majority,0-9y,none,poverty,0.436115483196155,,0.0,before 2015,0.0,1.0,32765.0,,sedan,0.0,0,0,1
502222,N4317,CTU,26-39,male,majority,10-19y,university,middle class,0.657227981921857,,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,4.0,1,0,0
876186,N4318,CTU,26-39,female,majority,10-19y,high school,working class,0.254423261878997,,1.0,before 2015,0.0,0.0,10238.0,11000.0,sports car,0.0,1,0,0
822554,N4319,CTU,40-64,male,majority,20-29y,high school,upper class,0.619285516002954,,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,3,0
960015,N4320,CTU,16-25,female,majority,0-9y,high school,poverty,0.283797397403603,,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
367223,N4321,CTU,26-39,female,majority,10-19y,none,middle class,0.486099837630638,,0.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,0,1
891460,N4322,CTU,16-25,female,minority,0-9y,none,poverty,0.414019491505058,,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,0
137992,N4323,CTU,26-39,female,majority,10-19y,high school,middle class,0.549417043815883,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,2,0
883235,N4324,CTU,40-64,male,majority,20-29y,university,upper class,0.564844617402754,,1.0,after 2015,1.0,1.0,32765.0,5000.0,sports car,8.0,2,4,0
687151,N4325,CTU,16-25,male,majority,0-9y,university,working class,0.323738775161843,,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
18019,N4326,CTU,26-39,female,majority,10-19y,high school,poverty,0.46801098169572,,1.0,before 2015,1.0,0.0,32765.0,11000.0,sedan,2.0,1,1,0
451869,N4327,CTU,65+,male,majority,20-29y,university,upper class,0.553853150954275,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,3.0,1,5,0
126191,N4328,CTU,16-25,female,majority,0-9y,high school,poverty,0.389671228324147,,0.0,before 2015,0.0,0.0,32765.0,11000.0,sports car,0.0,0,0,1
794478,N4329,CTU,40-64,male,majority,20-29y,university,upper class,0.741295142466754,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,4,0
608297,N4330,CTU,26-39,male,majority,10-19y,none,poverty,,,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,1.0,0,3,0
554781,N4331,CTU,26-39,female,majority,0-9y,none,poverty,0.274371853658297,,0.0,before 2015,0.0,0.0,32765.0,10000.0,sedan,0.0,0,0,1
600208,N4332,CTU,26-39,female,minority,10-19y,none,poverty,0.503246185615866,,0.0,before 2015,1.0,1.0,10238.0,,sedan,1.0,0,2,1
880371,N4333,CTU,26-39,male,majority,10-19y,high school,poverty,0.260622409133596,,0.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,6.0,0,0,0
591674,N4334,CTU,65+,female,majority,10-19y,high school,upper class,0.623551210597046,,0.0,before 2015,1.0,1.0,32765.0,,sedan,4.0,0,2,0
946022,N4335,CTU,40-64,female,majority,20-29y,high school,upper class,0.567911805438331,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,0,1,0
684432,N4336,CTU,26-39,male,majority,10-19y,university,middle class,0.531568102069387,,0.0,before 2015,1.0,0.0,10238.0,,sedan,1.0,0,2,0
847094,N4337,CTU,26-39,male,majority,10-19y,none,poverty,0.337792703455448,,0.0,before 2015,0.0,0.0,32765.0,9000.0,sports car,3.0,0,0,0
847123,N4338,CTU,26-39,male,majority,10-19y,university,middle class,0.601054491980412,,1.0,before 2015,0.0,0.0,32765.0,11000.0,sedan,5.0,1,0,0
85694,N4339,CTU,26-39,female,majority,10-19y,university,upper class,0.805142479619488,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,0,0
287995,N4340,CTU,26-39,male,majority,0-9y,high school,middle class,0.484065605004858,,1.0,before 2015,1.0,1.0,10238.0,,sedan,0.0,0,0,1
124905,N4341,CTU,26-39,male,majority,10-19y,none,working class,0.464141859582262,,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,1.0,0,1,0
713446,N4342,CTU,26-39,female,majority,10-19y,high school,upper class,0.756232051812408,,1.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,0,0,0
166007,N4343,CTU,40-64,male,majority,20-29y,university,upper class,0.640899309062491,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,1.0,0,0,0
555505,N4344,CTU,26-39,male,majority,10-19y,high school,working class,0.424405271992557,,0.0,before 2015,1.0,1.0,92101.0,15000.0,sedan,0.0,0,2,0
475782,N4345,CTU,65+,female,minority,30y+,university,upper class,0.504443346948509,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,3.0,2,3,0
857764,N4346,CTU,26-39,female,majority,10-19y,high school,working class,0.279203352185019,,0.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
29307,N4347,CTU,26-39,female,majority,10-19y,high school,middle class,,,0.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,1,0,1
67451,N4348,CTU,26-39,male,majority,0-9y,high school,middle class,0.535099309674635,,1.0,before 2015,1.0,0.0,10238.0,11000.0,sedan,0.0,0,0,0
417052,N4349,CTU,40-64,female,majority,10-19y,high school,middle class,0.527869036913137,,0.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,3.0,0,1,0
420358,N4350,CTU,65+,female,majority,30y+,high school,middle class,0.714846020966485,,1.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,7.0,1,3,0
279012,N4351,CTU,16-25,female,majority,0-9y,none,poverty,0.433534973271672,,0.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,1
46823,N4352,CTU,26-39,male,majority,0-9y,university,middle class,0.467481791987191,,1.0,after 2015,1.0,0.0,10238.0,9000.0,sedan,0.0,0,0,0
422329,N4353,CTU,65+,female,majority,30y+,university,upper class,,,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,5.0,0,1,0
239916,N4354,CTU,65+,male,majority,20-29y,high school,upper class,0.684233052989166,,1.0,after 2015,1.0,1.0,21217.0,12000.0,sedan,2.0,0,1,1
200687,N4355,CTU,26-39,male,majority,10-19y,high school,middle class,0.355581075616133,,1.0,before 2015,1.0,1.0,10238.0,,sedan,2.0,0,3,0
174696,N4356,CTU,65+,male,majority,30y+,university,upper class,0.585143849828216,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,3,1,0
3413,N4357,CTU,65+,male,majority,30y+,university,upper class,0.450795028444731,,1.0,after 2015,0.0,1.0,32765.0,13000.0,sedan,9.0,3,3,0
855494,N4358,CTU,16-25,female,majority,0-9y,university,working class,0.452572549447391,,0.0,before 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,1
149003,N4359,CTU,40-64,male,majority,20-29y,high school,middle class,0.444513963054457,,0.0,after 2015,1.0,1.0,92101.0,11000.0,sedan,6.0,0,4,0
148740,N4360,CTU,40-64,female,majority,10-19y,university,upper class,0.514837938685783,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,1,2,0
49260,N4361,CTU,40-64,female,majority,20-29y,high school,upper class,0.65194646266743,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
271725,N4362,CTU,26-39,female,majority,0-9y,university,working class,0.443014547942589,,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,0
976188,N4363,CTU,40-64,male,majority,10-19y,high school,working class,0.374258326082281,,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,1,1,0
373662,N4364,CTU,65+,male,majority,30y+,university,upper class,0.610129185414547,,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,2.0,1,4,0
579302,N4365,CTU,16-25,male,minority,0-9y,high school,working class,0.372752173124136,,1.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
13172,N4366,CTU,65+,female,majority,30y+,university,upper class,0.616098764893392,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,2,5,0
800606,N4367,CTU,65+,female,majority,30y+,university,upper class,0.490996515086682,,1.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,4.0,0,4,0
135645,N4368,CTU,26-39,male,majority,10-19y,high school,upper class,0.548390842965459,,1.0,after 2015,1.0,1.0,21217.0,10000.0,sedan,0.0,0,0,1
303552,N4369,CTU,26-39,female,majority,10-19y,high school,middle class,0.469221801432757,,1.0,before 2015,0.0,0.0,32765.0,,sedan,2.0,0,2,1
976509,N4370,CTU,16-25,male,majority,0-9y,high school,working class,0.374864512873244,,0.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
141127,N4371,CTU,26-39,female,majority,10-19y,none,working class,0.382116347843495,,1.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,1.0,0,1,0
706731,N4372,CTU,65+,female,majority,0-9y,university,upper class,0.544284009584779,,1.0,before 2015,1.0,1.0,32765.0,,sedan,0.0,0,0,1
641250,N4373,CTU,40-64,male,majority,0-9y,university,upper class,0.728962957190166,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
456377,N4374,CTU,26-39,female,majority,10-19y,university,working class,,,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,1,0
475769,N4375,CTU,65+,female,majority,30y+,high school,upper class,0.631716248996805,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,4.0,0,3,0
208394,N4376,CTU,16-25,female,majority,0-9y,none,poverty,0.295793828498856,,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,0
732204,N4377,CTU,65+,male,majority,10-19y,university,upper class,0.759414518148119,,1.0,before 2015,1.0,1.0,10238.0,,sedan,0.0,1,3,0
825218,N4378,CTU,26-39,female,majority,0-9y,high school,working class,0.300628885844325,,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
605712,N4379,CTU,26-39,female,majority,0-9y,none,middle class,0.584032214541995,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
316348,N4380,CTU,26-39,male,minority,10-19y,university,middle class,0.444152371008717,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,4.0,0,1,1
775470,N4381,CTU,65+,male,majority,20-29y,university,upper class,0.452731164207442,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,0,5,0
429865,N4382,CTU,65+,male,majority,30y+,high school,upper class,0.642707284269319,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,3.0,0,5,0
507630,N4383,CTU,16-25,female,minority,0-9y,none,working class,0.336379283447597,,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,0
619605,N4384,CTU,40-64,male,majority,0-9y,high school,working class,0.441096597271485,,1.0,before 2015,0.0,1.0,10238.0,,sports car,0.0,0,0,1
529048,N4385,CTU,16-25,female,majority,0-9y,none,poverty,0.261335712354411,,1.0,before 2015,0.0,1.0,10238.0,,sedan,0.0,0,0,1
702390,N4386,CTU,40-64,female,majority,10-19y,high school,working class,0.564454889752148,,0.0,after 2015,0.0,1.0,10238.0,9000.0,sedan,1.0,0,0,0
500209,N4387,CTU,26-39,female,majority,10-19y,none,poverty,0.222937757800316,,0.0,before 2015,0.0,1.0,32765.0,12000.0,sports car,1.0,0,1,0
509863,N4388,CTU,26-39,male,majority,10-19y,high school,middle class,0.468193640723236,,1.0,before 2015,1.0,0.0,10238.0,10000.0,sports car,2.0,0,1,0
248818,N4389,CTU,26-39,male,majority,10-19y,university,middle class,0.483169764736144,,1.0,after 2015,1.0,1.0,10238.0,,sedan,4.0,0,1,0
26194,N4390,CTU,65+,male,majority,20-29y,high school,middle class,0.507509102997144,,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,4.0,1,6,0
453174,N4391,CTU,40-64,male,majority,10-19y,high school,middle class,0.575788771027774,,1.0,before 2015,0.0,1.0,10238.0,,sedan,1.0,0,3,0
391433,N4392,CTU,16-25,male,majority,0-9y,high school,working class,0.525857843406417,,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
483077,N4393,CTU,26-39,female,majority,10-19y,none,middle class,0.617751741301647,,0.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,2.0,0,0,1
9857,N4394,CTU,65+,female,majority,30y+,university,upper class,0.508606549224779,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,0,3,0
373718,N4395,CTU,16-25,male,majority,0-9y,high school,working class,0.382823590514438,,1.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,0
541154,N4396,CTU,26-39,female,majority,10-19y,high school,working class,0.380511733880833,,1.0,before 2015,0.0,1.0,10238.0,17000.0,sedan,1.0,0,0,0
571360,N4397,CTU,26-39,male,majority,10-19y,none,working class,0.454464281529712,,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,3.0,0,2,1
293395,N4398,CTU,16-25,female,majority,0-9y,high school,working class,,,1.0,before 2015,0.0,0.0,32765.0,,sedan,0.0,0,0,1
536951,N4399,CTU,40-64,male,majority,0-9y,university,upper class,0.604396024270333,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
135855,N4400,CTU,26-39,male,majority,0-9y,university,upper class,,,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
364151,N4401,CTU,65+,female,majority,30y+,high school,upper class,0.684490531543737,,1.0,after 2015,0.0,1.0,10238.0,9000.0,sedan,5.0,0,3,0
500060,N4402,CTU,40-64,male,majority,10-19y,university,upper class,0.815510531966568,,1.0,before 2015,0.0,0.0,10238.0,21000.0,sedan,0.0,0,0,1
147705,N4403,CTU,26-39,male,majority,10-19y,high school,middle class,0.555009073183446,,1.0,before 2015,0.0,1.0,32765.0,7000.0,sedan,2.0,0,1,0
616946,N4404,CTU,65+,male,majority,20-29y,high school,upper class,,,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,3.0,0,0,0
698433,N4405,CTU,40-64,male,majority,20-29y,high school,middle class,0.410985129071421,,0.0,before 2015,1.0,0.0,10238.0,15000.0,sedan,3.0,1,1,0
152981,N4406,CTU,26-39,female,majority,10-19y,high school,working class,0.419467875434242,,0.0,before 2015,0.0,0.0,92101.0,15000.0,sports car,0.0,0,1,1
50342,N4407,CTU,16-25,male,majority,0-9y,high school,working class,0.434465491146684,,1.0,before 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,1
66769,N4408,CTU,26-39,female,majority,10-19y,high school,upper class,,,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
442318,N4409,CTU,26-39,female,majority,10-19y,high school,middle class,0.625643099161066,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,1,1,0
921070,N4410,CTU,26-39,male,majority,0-9y,none,working class,0.469774957636959,,1.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,0.0,0,0,0
260636,N4411,CTU,26-39,male,majority,10-19y,university,working class,0.278562232843228,,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
90623,N4412,CTU,26-39,male,majority,10-19y,none,working class,0.421747684226833,,0.0,before 2015,0.0,1.0,92101.0,,sports car,1.0,0,1,1
454230,N4413,CTU,65+,male,majority,20-29y,university,upper class,0.620475312732017,,1.0,after 2015,0.0,0.0,10238.0,20000.0,sedan,2.0,0,0,0
8852,N4414,CTU,26-39,female,minority,10-19y,high school,middle class,0.668981211244787,,1.0,before 2015,0.0,1.0,32765.0,,sports car,3.0,0,0,0
81701,N4415,CTU,65+,male,majority,30y+,high school,middle class,0.69848435884599,,1.0,before 2015,1.0,0.0,10238.0,8000.0,sedan,1.0,0,8,0
47095,N4416,CTU,26-39,female,majority,10-19y,none,poverty,0.368117914865469,,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,1,0,1
96376,N4417,CTU,16-25,female,minority,0-9y,none,poverty,0.309295310244203,,0.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,0.0,0,0,1
918589,N4418,CTU,26-39,female,majority,10-19y,none,poverty,,,0.0,before 2015,0.0,0.0,32765.0,15000.0,sedan,2.0,0,0,1
403742,N4419,CTU,16-25,female,majority,0-9y,high school,poverty,0.389078129203345,,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
920656,N4420,CTU,26-39,male,majority,0-9y,university,upper class,0.446658453904465,,1.0,before 2015,1.0,1.0,10238.0,3000.0,sedan,0.0,0,0,0
473544,N4421,CTU,26-39,female,majority,10-19y,university,middle class,0.496375941786924,,1.0,before 2015,1.0,1.0,10238.0,,sedan,2.0,0,1,0
72568,N4422,CTU,65+,female,majority,30y+,high school,upper class,0.570407178071969,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,3,0
80089,N4423,CTU,40-64,female,majority,20-29y,university,upper class,0.79721875047839,,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,2.0,0,1,0
853693,N4424,CTU,26-39,male,majority,10-19y,none,middle class,0.429244859223109,,1.0,after 2015,1.0,1.0,92101.0,11000.0,sedan,3.0,0,1,0
690509,N4425,CTU,65+,female,majority,30y+,high school,upper class,0.481507054796905,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,3.0,0,4,0
446055,N4426,CTU,26-39,female,minority,10-19y,high school,working class,0.59870359016218,,1.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,1.0,0,0,0
881386,N4427,CTU,40-64,female,majority,20-29y,university,upper class,0.567737606508461,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,3,0
22899,N4428,CTU,16-25,male,majority,0-9y,university,working class,0.579561608174532,,1.0,after 2015,0.0,1.0,21217.0,11000.0,sedan,0.0,0,0,1
268247,N4429,CTU,16-25,male,majority,0-9y,university,middle class,0.4589791271064,,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
876300,N4430,CTU,65+,female,majority,10-19y,none,working class,0.560433090501169,,0.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,1,0
209500,N4431,CTU,65+,male,majority,30y+,high school,upper class,0.474944919758977,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,5.0,2,3,0
215555,N4432,CTU,65+,female,majority,30y+,university,upper class,0.631893909856033,,1.0,after 2015,1.0,1.0,21217.0,,sedan,3.0,0,1,1
229417,N4433,CTU,16-25,male,majority,0-9y,high school,middle class,0.342991967980514,,1.0,before 2015,0.0,0.0,32765.0,11000.0,sedan,0.0,0,0,0
561094,N4434,CTU,16-25,female,majority,0-9y,none,working class,0.372607232197357,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
391837,N4435,CTU,65+,male,majority,20-29y,high school,working class,0.313364900191809,,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,2,0
429676,N4436,CTU,65+,female,majority,0-9y,university,upper class,0.710554182180186,,0.0,after 2015,1.0,1.0,10238.0,6000.0,sedan,0.0,0,0,0
354117,N4437,CTU,16-25,male,majority,0-9y,high school,middle class,0.569299060403379,,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,0
992537,N4438,CTU,16-25,female,majority,0-9y,none,poverty,0.350298613995029,,0.0,before 2015,1.0,1.0,10238.0,,sedan,0.0,0,0,1
983202,N4439,CTU,16-25,female,majority,0-9y,high school,poverty,0.125876021475771,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
967276,N4440,CTU,65+,female,majority,20-29y,university,upper class,0.472497271517582,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,5.0,0,0,0
41793,N4441,CTU,65+,female,majority,30y+,high school,middle class,0.476983911443104,,0.0,before 2015,1.0,1.0,10238.0,,sedan,7.0,1,7,0
584478,N4442,CTU,40-64,male,majority,20-29y,high school,middle class,0.520133979832827,,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,1,4,0
776567,N4443,CTU,16-25,female,majority,0-9y,high school,working class,0.361979768652882,,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
817281,N4444,CTU,65+,male,majority,10-19y,high school,upper class,0.649305196579588,,1.0,after 2015,1.0,0.0,10238.0,,sedan,0.0,0,2,0
323683,N4445,CTU,26-39,male,majority,10-19y,university,upper class,0.614605554178502,,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,2.0,0,2,0
693802,N4446,CTU,65+,male,majority,20-29y,high school,upper class,0.500780933017366,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,1,4,0
542178,N4447,CTU,40-64,female,majority,20-29y,university,upper class,0.434286882611591,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,3,0
974769,N4448,CTU,26-39,female,majority,10-19y,university,upper class,0.73879426524212,,1.0,after 2015,1.0,0.0,32765.0,7000.0,sedan,1.0,1,2,0
348914,N4449,CTU,65+,male,majority,30y+,university,upper class,0.611025804696296,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,9.0,2,0,0
359584,N4450,CTU,16-25,female,majority,0-9y,high school,poverty,0.478517180887095,,0.0,before 2015,0.0,0.0,32765.0,,sedan,0.0,0,0,1
804909,N4451,CTU,26-39,female,minority,0-9y,none,working class,0.661762317102755,,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
283904,N4452,CTU,40-64,male,majority,20-29y,high school,middle class,0.541306429291302,,0.0,after 2015,1.0,1.0,10238.0,15000.0,sedan,3.0,1,5,0
170475,N4453,CTU,40-64,female,minority,0-9y,high school,middle class,0.500021386737681,,0.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,0.0,0,0,1
46953,N4454,CTU,16-25,female,majority,0-9y,high school,working class,0.371996621236073,,1.0,after 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
383201,N4455,CTU,26-39,male,majority,10-19y,university,middle class,0.373351748419059,,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,0,1,0
899525,N4456,CTU,40-64,male,minority,10-19y,high school,working class,0.367699946787395,,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,3.0,0,1,1
317463,N4457,CTU,16-25,female,majority,0-9y,university,middle class,0.51662756249887,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sports car,0.0,0,0,0
326735,N4458,CTU,16-25,male,majority,0-9y,none,poverty,,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
687918,N4459,CTU,40-64,male,majority,0-9y,university,middle class,0.379976930371011,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
940917,N4460,CTU,26-39,female,minority,10-19y,none,poverty,0.290658578286185,,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
524531,N4461,CTU,65+,male,majority,0-9y,university,upper class,0.566480354141776,,1.0,after 2015,1.0,1.0,92101.0,13000.0,sedan,0.0,0,0,1
479053,N4462,CTU,65+,male,majority,0-9y,university,upper class,0.653753940120285,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
394712,N4463,CTU,40-64,female,majority,20-29y,university,upper class,0.780326021328622,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,3.0,2,2,0
91223,N4464,CTU,40-64,male,majority,10-19y,university,upper class,0.475641557319894,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,3.0,0,1,0
193127,N4465,CTU,16-25,male,majority,0-9y,high school,poverty,0.417137904201204,,0.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
699351,N4466,CTU,16-25,male,majority,0-9y,university,poverty,0.30624057432533,,0.0,before 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,1
621378,N4467,CTU,40-64,female,majority,20-29y,high school,middle class,0.654252269583929,,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,5,0
