AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
40-64,female,majority,20-29y,high school,upper class,0.626082484412603,0.0,after 2015,1.0,1.0,32765.0,4000.0,sedan,3.0,0,1,0
26-39,male,majority,0-9y,high school,working class,0.431242179025551,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.579613604777953,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,4.0,0,1,0
26-39,female,minority,10-19y,none,poverty,0.498802007021558,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,middle class,0.492831749791214,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.348935868984079,1.0,after 2015,0.0,0.0,32765.0,9000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,high school,poverty,0.271595868860635,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,1.0,0,0,1
26-39,male,majority,0-9y,high school,middle class,0.447581723630415,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,upper class,0.717596304054889,0.0,before 2015,1.0,1.0,32765.0,6000.0,sedan,7.0,0,1,1
65+,male,majority,30y+,university,upper class,0.527977507678368,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,6.0,0,3,0
40-64,female,majority,20-29y,high school,working class,0.56460160083403,0.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,1.0,0,1,0
40-64,female,majority,10-19y,high school,middle class,0.6694575152378,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,0,0,1
26-39,female,majority,10-19y,none,working class,0.566922448258329,1.0,before 2015,1.0,1.0,10238.0,16000.0,sedan,0.0,0,1,0
16-25,female,majority,0-9y,university,working class,0.398141001983088,0.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,university,upper class,0.592074443144921,1.0,before 2015,1.0,1.0,92101.0,10000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.548671381370648,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,7.0,0,2,0
26-39,male,majority,10-19y,high school,middle class,0.466505145722028,1.0,before 2015,0.0,1.0,10238.0,8000.0,sedan,2.0,0,3,0
40-64,male,majority,20-29y,university,middle class,0.700976865681941,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,4.0,0,4,0
40-64,female,majority,10-19y,university,upper class,0.720376061648681,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,0,0
65+,male,majority,30y+,university,upper class,0.640422753853642,1.0,after 2015,1.0,1.0,10238.0,9000.0,sports car,3.0,0,7,0
26-39,male,majority,10-19y,high school,middle class,0.539348670575378,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,0,0
16-25,female,majority,0-9y,high school,poverty,0.326135734917744,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.3499147461715375,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,poverty,0.485068915628711,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.682299172389057,0.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,0,0
65+,male,majority,30y+,university,upper class,0.487712874804764,1.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,9.0,3,2,0
16-25,female,majority,0-9y,university,working class,0.402308338391371,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,upper class,0.619797171285151,1.0,before 2015,0.0,0.0,32765.0,17000.0,sedan,1.0,0,0,1
65+,male,majority,30y+,high school,upper class,0.693324860926029,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,3.0,1,3,0
26-39,female,majority,10-19y,high school,working class,0.40420870805116,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
65+,male,majority,0-9y,university,upper class,0.643831742884168,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,poverty,0.3008940984336,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,1,0,1
40-64,female,majority,10-19y,high school,upper class,0.5140519835356,1.0,after 2015,0.0,1.0,32765.0,11000.0,sedan,4.0,0,0,0
40-64,male,majority,20-29y,high school,upper class,0.607601036151323,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,4.0,1,6,0
40-64,male,majority,20-29y,high school,upper class,0.560647218125081,0.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,2.0,0,4,0
65+,male,majority,30y+,university,upper class,0.541042048219248,1.0,after 2015,1.0,1.0,32765.0,10000.0,sedan,10.0,1,5,0
26-39,female,majority,10-19y,none,poverty,0.434342530258659,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,0,1
26-39,female,majority,0-9y,high school,upper class,0.693035223632681,1.0,before 2015,1.0,1.0,92101.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.521989898908059,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,2,1,0
16-25,female,majority,0-9y,none,poverty,0.345655623296708,0.0,before 2015,0.0,0.0,10238.0,15000.0,sports car,0.0,0,0,1
26-39,male,majority,10-19y,none,working class,0.318445629518943,1.0,before 2015,1.0,1.0,10238.0,13000.0,sports car,1.0,0,2,0
65+,male,majority,20-29y,high school,upper class,0.5136368091119,1.0,before 2015,1.0,1.0,10238.0,10000.0,sports car,5.0,1,3,0
26-39,female,minority,10-19y,high school,middle class,0.659950077569435,0.0,after 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,1,0
26-39,female,minority,0-9y,none,poverty,0.414141530109731,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
40-64,male,majority,0-9y,none,working class,0.431242179025551,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
40-64,female,minority,20-29y,university,upper class,0.624911633733551,1.0,after 2015,1.0,0.0,92101.0,12000.0,sports car,1.0,0,0,1
26-39,female,majority,10-19y,high school,upper class,0.500973975038829,1.0,before 2015,1.0,1.0,32765.0,6000.0,sedan,2.0,0,1,0
40-64,female,majority,10-19y,none,working class,0.491689293818108,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,0,0,0
16-25,female,majority,0-9y,university,working class,0.345973424781253,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,poverty,0.29668519292722,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,3,1
40-64,male,majority,20-29y,university,upper class,0.754969479481353,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,5.0,2,0,0
65+,female,majority,0-9y,high school,upper class,0.639193111765561,1.0,before 2015,1.0,1.0,21217.0,11000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.319080529572559,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,working class,0.446344375976625,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,2.0,0,0,0
16-25,female,minority,0-9y,none,poverty,0.489509826700714,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,university,upper class,0.57978294006925,1.0,after 2015,0.0,1.0,10238.0,9000.0,sedan,1.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.705327931633375,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,2,0
40-64,female,majority,20-29y,none,working class,0.431242179025551,0.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,2.0,0,1,0
65+,male,majority,20-29y,high school,upper class,0.580124749681691,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,6.0,2,2,0
16-25,male,majority,0-9y,none,poverty,0.501104186147719,1.0,before 2015,0.0,1.0,32765.0,14000.0,sedan,0.0,0,0,1
65+,female,majority,0-9y,high school,middle class,0.536408459102646,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,upper class,0.522397513434189,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,3.0,0,0,0
40-64,female,majority,10-19y,university,upper class,0.635480702201649,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,1,1
16-25,male,majority,0-9y,university,working class,0.543796643984437,1.0,before 2015,0.0,0.0,92101.0,15000.0,sedan,0.0,0,0,0
40-64,male,majority,10-19y,none,middle class,0.64416311848175,0.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,1.0,0,1,1
26-39,male,majority,10-19y,university,middle class,0.526753155719244,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,0,2,0
26-39,female,majority,0-9y,high school,working class,0.563520096524054,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,middle class,0.554745719300466,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,1.0,0,1,1
40-64,female,majority,10-19y,high school,upper class,0.4244342185765,1.0,before 2015,0.0,0.0,92101.0,15000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,poverty,0.402268127494939,1.0,before 2015,1.0,0.0,10238.0,11000.0,sports car,0.0,0,0,0
16-25,female,majority,0-9y,high school,poverty,0.306114039720756,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,middle class,0.499009123790197,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,4.0,0,7,0
26-39,female,majority,10-19y,high school,working class,0.487930146382883,0.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.360778139886761,1.0,before 2015,0.0,0.0,32765.0,9000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,middle class,0.490482318508131,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,2,2,0
16-25,female,majority,0-9y,university,upper class,0.561499897042121,1.0,after 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,2,0
26-39,male,majority,10-19y,university,working class,0.369116388517513,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,1,0,1
16-25,female,majority,0-9y,university,middle class,0.430903335483273,1.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
40-64,male,minority,20-29y,none,poverty,0.325385214379541,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,1.0,0,3,0
26-39,male,majority,10-19y,high school,middle class,0.650910455549872,1.0,before 2015,1.0,0.0,10238.0,17000.0,sedan,1.0,0,2,0
40-64,male,majority,20-29y,high school,upper class,0.616289338575794,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,4.0,0,1,0
26-39,female,majority,10-19y,university,upper class,0.607953573968415,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,1,0
65+,male,majority,20-29y,high school,upper class,0.622066443138296,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0,2,0
16-25,male,majority,0-9y,high school,middle class,0.46022027430668,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,middle class,0.405319102438898,1.0,after 2015,0.0,1.0,10238.0,9000.0,sedan,6.0,1,7,0
16-25,male,majority,0-9y,high school,working class,0.416901183254523,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
40-64,male,minority,20-29y,none,upper class,0.740385435273135,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,2,0
65+,female,majority,0-9y,high school,upper class,0.788701085447391,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
26-39,male,minority,0-9y,high school,upper class,0.569144027798578,1.0,after 2015,1.0,1.0,32765.0,4000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,none,poverty,0.3499147461715375,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,0,0
26-39,female,majority,10-19y,university,middle class,0.565682829076236,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,1.0,1,0,1
65+,male,majority,30y+,university,upper class,0.620055185274845,1.0,after 2015,0.0,1.0,92101.0,14000.0,sedan,3.0,2,1,0
16-25,female,majority,0-9y,none,poverty,0.324439410214549,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,high school,working class,0.319542800727436,0.0,before 2015,1.0,0.0,10238.0,19000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,upper class,0.604894123092758,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,4.0,1,0,0
16-25,female,majority,0-9y,none,poverty,0.3499147461715375,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,poverty,0.353394182052597,1.0,before 2015,0.0,0.0,32765.0,11000.0,sports car,1.0,0,0,0
65+,male,majority,30y+,university,upper class,0.544443164811753,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,4,0
40-64,male,majority,20-29y,high school,middle class,0.582976791613925,0.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,2.0,0,1,0
65+,female,minority,30y+,university,upper class,0.730535253380297,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,3.0,1,3,0
26-39,female,majority,0-9y,high school,poverty,0.468419670371349,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,upper class,0.489422376026014,1.0,after 2015,0.0,0.0,32765.0,12000.0,sedan,3.0,1,3,0
16-25,male,majority,0-9y,university,poverty,0.317171055759679,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,none,poverty,0.3499147461715375,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,2.0,0,2,0
16-25,female,majority,0-9y,high school,poverty,0.320292390986086,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,upper class,0.383701234153817,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,poverty,0.3613831569995,0.0,before 2015,0.0,0.0,10238.0,20000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.469591100647819,0.0,before 2015,0.0,0.0,32765.0,9000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,middle class,0.526753155719244,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,3.0,1,4,0
40-64,female,majority,0-9y,none,middle class,0.399198419162015,0.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,none,working class,0.384563261430786,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,upper class,0.56930423593005,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,0,1,0
26-39,male,minority,10-19y,university,middle class,0.323948792752374,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,1,2,0
65+,female,majority,30y+,high school,upper class,0.757697850847126,0.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,1,0
40-64,male,majority,0-9y,none,working class,0.471489936826276,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,female,minority,20-29y,university,upper class,0.588605302475646,1.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,0,3,0
40-64,male,majority,20-29y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,1,4,0
26-39,male,majority,0-9y,none,poverty,0.407325936195405,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.578838476300265,1.0,after 2015,1.0,1.0,32765.0,6000.0,sedan,7.0,2,0,0
65+,male,majority,30y+,university,upper class,0.517778168265393,1.0,after 2015,1.0,1.0,21217.0,10000.0,sedan,5.0,0,2,1
40-64,female,majority,10-19y,high school,middle class,0.526753155719244,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,1,0
26-39,female,majority,10-19y,high school,middle class,0.568606903505295,1.0,before 2015,1.0,1.0,10238.0,9000.0,sports car,1.0,0,2,0
65+,male,majority,0-9y,university,upper class,0.654800779540333,1.0,after 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,none,poverty,0.319866568385817,0.0,before 2015,0.0,1.0,10238.0,9000.0,sports car,0.0,0,2,0
16-25,female,minority,0-9y,high school,poverty,0.3499147461715375,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,university,upper class,0.603570801404142,1.0,before 2015,1.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,middle class,0.526753155719244,1.0,after 2015,0.0,1.0,32765.0,15000.0,sedan,3.0,0,1,0
16-25,female,majority,0-9y,high school,poverty,0.288798848303872,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
65+,male,minority,20-29y,high school,upper class,0.538136083476877,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,6.0,3,2,0
40-64,male,majority,20-29y,high school,working class,0.466043940028787,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,3.0,1,2,0
26-39,female,majority,10-19y,none,working class,0.446268034512781,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,1.0,0,0,0
65+,female,majority,10-19y,university,upper class,0.680943099389442,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,2,0
16-25,male,majority,0-9y,university,middle class,0.394476121759677,1.0,before 2015,0.0,0.0,21217.0,20000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,working class,0.434176848966494,1.0,before 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
26-39,female,majority,0-9y,high school,working class,0.599267358253695,0.0,after 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,none,middle class,0.449235268668988,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,1,5,0
16-25,female,majority,0-9y,high school,working class,0.349597739436349,0.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,high school,upper class,0.583054246267614,1.0,before 2015,1.0,1.0,92101.0,14000.0,sedan,2.0,0,3,0
16-25,female,majority,0-9y,high school,working class,0.460276294630764,0.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,middle class,0.401458306479828,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,poverty,0.28087051436719,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
40-64,female,majority,0-9y,university,upper class,0.623788913109216,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,middle class,0.379623963476266,1.0,before 2015,1.0,1.0,92101.0,15000.0,sedan,4.0,1,1,0
26-39,male,majority,10-19y,high school,upper class,0.616289338575794,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,5,0
26-39,female,majority,10-19y,high school,working class,0.687896398085356,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.209535565875603,0.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,none,middle class,0.445724602048961,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
65+,male,majority,10-19y,high school,upper class,0.54201138584375,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,1.0,2,1,0
16-25,female,majority,0-9y,none,poverty,0.325543397991931,0.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.313669809871177,0.0,before 2015,1.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,high school,upper class,0.601053206332882,1.0,after 2015,1.0,1.0,92101.0,11000.0,sedan,2.0,0,1,0
26-39,male,majority,0-9y,university,upper class,0.428475968921981,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
16-25,male,minority,0-9y,university,poverty,0.16760972391714,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,working class,0.386553495971249,1.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,0
65+,female,majority,10-19y,university,upper class,0.730884718114103,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
65+,female,majority,30y+,high school,upper class,0.69114913892418,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,1,3,0
65+,female,minority,30y+,high school,middle class,0.526753155719244,1.0,before 2015,1.0,1.0,92101.0,13000.0,sedan,1.0,1,2,0
40-64,male,majority,20-29y,university,upper class,0.477515794523429,0.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,1,0
65+,male,majority,30y+,university,upper class,0.686122632751785,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,6.0,1,7,0
26-39,female,majority,10-19y,high school,working class,0.423804204816025,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,2,0
26-39,male,majority,10-19y,high school,poverty,0.362569649215822,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,0,0,0
26-39,male,majority,10-19y,high school,middle class,0.640543346796418,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,1,0
65+,male,majority,30y+,high school,upper class,0.713983508219587,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,3.0,0,7,0
26-39,male,majority,0-9y,none,middle class,0.372689129071071,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
65+,female,minority,0-9y,high school,upper class,0.506080751403918,1.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,working class,0.435731606341753,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,middle class,0.609500710152181,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,1.0,3,1,0
26-39,male,majority,0-9y,university,middle class,0.51532559689063,1.0,after 2015,0.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,upper class,0.503308228169295,1.0,before 2015,1.0,1.0,92101.0,9000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,none,poverty,0.3499147461715375,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,middle class,0.519415061434883,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
16-25,male,majority,0-9y,university,working class,0.508992228199985,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,high school,working class,0.531293398191883,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,6.0,0,3,0
26-39,male,majority,10-19y,university,working class,0.226019342394346,0.0,before 2015,1.0,0.0,92101.0,9000.0,sedan,1.0,0,2,1
40-64,male,majority,20-29y,university,upper class,0.683319885870378,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,2.0,1,2,0
26-39,female,majority,10-19y,high school,poverty,0.28372683523356,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,0,1,0
16-25,female,majority,0-9y,university,upper class,0.453091972675305,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,university,working class,0.427973540156758,0.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,university,middle class,0.579932503690906,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,working class,0.446496386866343,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,2.0,1,0,0
65+,male,majority,10-19y,high school,middle class,0.491675067024582,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,3,0
26-39,male,majority,10-19y,none,poverty,0.398806565385331,0.0,before 2015,1.0,0.0,32765.0,8000.0,sedan,4.0,0,0,1
40-64,male,majority,20-29y,none,working class,0.409941044102733,1.0,before 2015,1.0,1.0,32765.0,4000.0,sports car,8.0,0,4,0
65+,female,majority,30y+,high school,working class,0.381846866760514,0.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,5.0,1,3,0
65+,male,majority,30y+,university,upper class,0.513933420739814,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,3,0
26-39,female,majority,0-9y,high school,working class,0.420188696200932,0.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
65+,female,majority,0-9y,university,upper class,0.497007484975555,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.760564067327152,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,1,0
26-39,female,majority,0-9y,university,upper class,0.696606494838702,0.0,after 2015,1.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,middle class,0.566867908504883,1.0,before 2015,1.0,1.0,10238.0,14000.0,sports car,1.0,1,1,0
16-25,male,majority,0-9y,university,working class,0.378448407498231,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,working class,0.612134034798606,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.678161055181262,1.0,after 2015,1.0,1.0,32765.0,6000.0,sedan,6.0,0,1,0
16-25,male,majority,0-9y,high school,working class,0.392155590058916,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
65+,male,minority,10-19y,university,upper class,0.784068350374651,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,2,0
40-64,female,majority,20-29y,high school,upper class,0.647322911719441,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,5.0,0,5,0
40-64,male,majority,20-29y,high school,middle class,0.646007289835543,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,3,0
16-25,female,majority,0-9y,high school,poverty,0.469887986369699,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,middle class,0.60339546753943,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,0,0
